style_id,rule,article_index,clip_loo_sim,clip_threshold_full,clip_pair_max,clip_pass_full,clip_threshold_heldout,clip_pass_heldout,dinov2_loo_sim,dinov2_threshold_full,dinov2_pair_max,dinov2_pass_full,dinov2_threshold_heldout,dinov2_pass_heldout,joint_pass_full,joint_pass_heldout
Ladieswear || Top || Jersey Basic || White || Solid,p90,6,0.966523614194658,0.9771104454994202,0.987939178943634,true,0.9769294261932373,true,0.901289873652988,0.9279783368110657,0.9652867913246155,true,0.922432291507721,true,true,true
Ladieswear || Top || Jersey Basic || White || Solid,p90,7,0.9657489723629422,0.9771104454994202,0.987939178943634,true,0.9743301272392273,true,0.8582188950644599,0.9279783368110657,0.9652867913246155,true,0.9299486160278321,true,true,true
Ladieswear || Top || Jersey Basic || White || Solid,p90,8,0.9576132496198019,0.9771104454994202,0.987939178943634,true,0.9769294261932373,true,0.8882181247075399,0.9279783368110657,0.9652867913246155,true,0.9273791074752809,true,true,true
Ladieswear || Top || Jersey Basic || White || Solid,p90,9,0.9661798510286543,0.9771104454994202,0.987939178943634,true,0.9743301272392273,true,0.8798526889748044,0.9279783368110657,0.9652867913246155,true,0.9299486160278321,true,true,true
Ladieswear || Top || Jersey Basic || White || Solid,p90,10,0.9482156733671824,0.9771104454994202,0.987939178943634,true,0.977528703212738,true,0.8751044736968147,0.9279783368110657,0.9652867913246155,true,0.9275591969490051,true,true,true
Ladieswear || Top || Jersey Basic || White || Solid,p90,11,0.9625058703952365,0.9771104454994202,0.987939178943634,true,0.9769294261932373,true,0.8806211584144168,0.9279783368110657,0.9652867913246155,true,0.9299486160278321,true,true,true
Ladieswear || Top || Jersey Basic || White || Solid,p90,12,0.9526537226306068,0.9771104454994202,0.987939178943634,true,0.9769294261932373,true,0.8654934896363152,0.9279783368110657,0.9652867913246155,true,0.9299486160278321,true,true,true
Ladieswear || Top || Jersey Basic || White || Solid,p90,13,0.9587877326541476,0.9771104454994202,0.987939178943634,true,0.9769728183746338,true,0.8921583990255991,0.9279783368110657,0.9652867913246155,true,0.9256068706512451,true,true,true
Ladieswear || Top || Jersey Basic || White || Solid,p90,14,0.9683399101098379,0.9771104454994202,0.987939178943634,true,0.9741762399673461,true,0.8725203076998392,0.9279783368110657,0.9652867913246155,true,0.9292159676551819,true,true,true
Ladieswear || Top || Jersey Basic || White || Solid,p90,15,0.9574132098091973,0.9771104454994202,0.987939178943634,true,0.9774115204811096,true,0.8836719791094462,0.9279783368110657,0.9652867913246155,true,0.9248865127563477,true,true,true
Ladieswear || Top || Jersey Basic || White || Solid,p90,16,0.9582961002985636,0.9771104454994202,0.987939178943634,true,0.9774115204811096,true,0.8786328136920929,0.9279783368110657,0.9652867913246155,true,0.9257025480270386,true,true,true
Ladieswear || Top || Jersey Basic || White || Solid,p90,17,0.9329946537812551,0.9771104454994202,0.987939178943634,true,0.977528703212738,true,0.7826097276475694,0.9279783368110657,0.9652867913246155,true,0.9275591969490051,true,true,true
Ladieswear || Top || Jersey Basic || White || Solid,p90,18,0.952602744102478,0.9771104454994202,0.987939178943634,true,0.977528703212738,true,0.8358021875222524,0.9279783368110657,0.9652867913246155,true,0.9299486160278321,true,true,true
