season,comparator,metric,n_origins,n_both_defined,model_mean,comparator_mean,mean_diff,ci_lo,ci_hi,ess_ac,ess_boot,THIN
summer,parent_category_mean,precision_at_10,11,11,0.17272727272727278,0.0,0.17272727272727273,0.07272727272727274,0.2818181818181818,6.276276276276277,7.925949128869401,false
summer,parent_category_mean,ndcg_at_10,11,11,0.9015588909293897,0.2047729308026781,0.6967859601267117,0.6444154660283908,0.7620322802059287,4.754928889250538,6.553440621620468,true
summer,parent_category_mean,spearman_rho,11,11,0.8067852343260289,0.2700566398105471,0.5367285945154818,0.5291105480487001,0.5554802145624338,11.0,8.706403488361948,false
summer,parent_category_mean,wmape,11,11,0.11874462155143176,0.20572921042870435,-0.08698458887727258,-0.10237627638496419,-0.07718019233262641,7.424442457803227,11.0,false
summer,global_mean,hit_at_3_in_top20,11,11,0.33333333333333337,0.0,0.3333333333333333,0.0303030303030303,0.5757575757575757,5.833333333333333,8.022278312817155,false
summer,global_mean,hit_at_3_in_top10,11,11,0.2121212121212121,0.0,0.2121212121212121,0.0,0.4242424242424242,6.2426614481408995,8.425512139360169,false
summer,global_mean,precision_at_3,11,11,0.0606060606060606,0.0,0.0606060606060606,0.0,0.1212121212121212,11.0,11.0,false
summer,global_mean,precision_at_10,11,11,0.17272727272727278,0.0,0.17272727272727273,0.07272727272727274,0.2818181818181818,6.276276276276277,7.925949128869401,false
summer,global_mean,ndcg_at_10,11,11,0.9015588909293897,0.21485123500450093,0.6867076559248887,0.653775541791449,0.7256744566090454,5.137419001563791,7.9891682403658635,false
summer,global_mean,spearman_rho,11,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
summer,global_mean,wmape,11,11,0.11874462155143176,0.26236337832781303,-0.14361875677638133,-0.1616164367537969,-0.13195983139918577,7.2999630634922905,11.0,false
summer,random_floor,hit_at_3_in_top20,11,11,0.33333333333333337,0.012121212121212121,0.3212121212121212,0.021212121212121213,0.562121212121212,5.901028006442837,8.33105781878743,false
summer,random_floor,hit_at_3_in_top10,11,11,0.2121212121212121,0.007575757575757575,0.20454545454545456,-0.004545454545454546,0.41363636363636364,6.231190116853557,8.619265373998667,false
summer,random_floor,precision_at_3,11,11,0.0606060606060606,0.0030303030303030303,0.057575757575757565,-0.006060606060606061,0.11515151515151514,11.0,11.0,false
summer,random_floor,precision_at_10,11,11,0.17272727272727278,0.00409090909090909,0.16863636363636367,0.07,0.27590909090909094,6.267309224544595,8.033830037437655,false
summer,random_floor,ndcg_at_10,11,11,0.9015588909293897,0.43969818985412235,0.4618607010752674,0.4192235876174005,0.5137518607782889,5.247244483955093,7.9666033965994005,false
summer,random_floor,spearman_rho,11,11,0.8067852343260289,-0.0020669758692475866,0.8088522101952765,0.7999346370026256,0.8350473332258037,11.0,11.0,false
summer,random_floor,wmape,11,11,0.11874462155143176,0.4472268045238025,-0.3284821829723708,-0.35959901734054617,-0.30602914115526747,6.152517619052112,11.0,false
